clues,clues_nombre,jurisdiccion,caravana_region,municipio,localidad,tipologia,empresa_clave,tipo_clues,empresa_nombre,director_unidad,administrador,encargado_almacen,coordinador_comision_abasto,lugar_entrega,lista_base_id,created_at,updated_at
CSSSA000214,SAN MIGUEL CHIPTIC,9,NULL,ALTAMIRANO,SAN MIGUEL CHIPTIC,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000226,COL. ADOLFO LÓPEZ MATEOS,5,NULL,AMATÁN,ADOLFO LÓPEZ MATEOS,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000243,GUADALUPE VICTORIA,5,NULL,AMATÁN,GUADALUPE VICTORIA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000255,EL LIMÓN,5,NULL,AMATÁN,EL LIMÓN,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000260,ESQUIPULAS,5,NULL,AMATÁN,ESQUIPULAS,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000272,EL NARANJO 2A. SECCIÓN,5,NULL,AMATÁN,EL NARANJO 2DA. SECCIÓN,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000284,REFORMA Y PLANADA,5,NULL,AMATÁN,REFORMA Y PLANADA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000301,AGUACATILLO,10,NULL,AMATENANGO DE LA FRONTERA,AGUACATILLO,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000313,CHIQUISBIL,10,NULL,AMATENANGO DE LA FRONTERA,CHIQUISBIL,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000342,OJO DE AGUA LAS CRUCES,10,NULL,AMATENANGO DE LA FRONTERA,OJO DE AGUA LAS CRUCES,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000354,PACAYAL FRONTERA,10,NULL,AMATENANGO DE LA FRONTERA,EL PACAYAL,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000371,RÍO GUERRERO,10,NULL,AMATENANGO DE LA FRONTERA,RÍO GUERRERO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000383,20 DE NOVIEMBRE,10,NULL,AMATENANGO DE LA FRONTERA,VEINTE DE NOVIEMBRE,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000395,PALESTINA,10,NULL,AMATENANGO DE LA FRONTERA,PALESTINA,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000424,LIBERTAD EL PAJAL,4,NULL,ANGEL ALBINO CORZO,LIBERTAD DEL PAJAL,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000436,NUEVA INDEPENDENCIA,4,NULL,ANGEL ALBINO CORZO,NUEVA INDEPENDENCIA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000441,SALVADOR URBINA,4,NULL,ANGEL ALBINO CORZO,SALVADOR URBINA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000465,ARRIAGA,8,NULL,ARRIAGA,ARRIAGA,"URBANO DE 06 NÚCLEOS BÁSICOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000470,LAS ARENAS,8,NULL,ARRIAGA,LAS ARENAS,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000482,LA AZTECA,8,NULL,ARRIAGA,AZTECA (LA PUNTA),"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000494,COL. 5 DE FEBRERO (CALERA),8,NULL,ARRIAGA,5 DE FEBRERO,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000506,PESQUERÍA LA GLORIA,8,NULL,ARRIAGA,LA GLORIA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000511,LÁZARO CÁRDENAS,8,NULL,ARRIAGA,LÁZARO CÁRDENAS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000523,PESQUERÍA LA LÍNEA,8,NULL,ARRIAGA,LA LÍNEA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000535,NICOLÁS BRAVO,8,NULL,ARRIAGA,NICOLÁS BRAVO (EL HONDO),"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000540,EL FORTÍN,8,NULL,PIJIJIAPAN,EL FORTÍN,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000552,AGRÍCOLA 20 DE NOVIEMBRE ( LA MICA),8,NULL,ARRIAGA,AGRÍCOLA VEINTE DE NOVIEMBRE,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000564,EL CERCADILLO,10,NULL,BEJUCAL DE OCAMPO,EL CERCADILLO,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000576,OJO DE AGUA CENTRO,10,NULL,BEJUCAL DE OCAMPO,OJO DE AGUA CENTRO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000581,BELLAVISTA,10,NULL,BELLA VISTA,BELLA VISTA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000593,CHEMIC,10,NULL,BELLA VISTA,CHEMIC,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000605,LAS NUBES,10,NULL,BELLA VISTA,LAS NUBES,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000610,NUEVO PACAYAL,10,NULL,BELLA VISTA,NUEVO PACAYAL,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000622,SAN JOSÉ CHICHARRAS,10,NULL,BELLA VISTA,SAN JOSÉ LAS CHICHARRAS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000634,LAS CHICHARRAS,10,NULL,BELLA VISTA,LAS CHICHARRAS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000646,OJO DE AGUA CÁRDENAS,10,NULL,BELLA VISTA,CÁRDENAS OJO DE AGUA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000651,BERRIOZÁBAL,1,NULL,BERRIOZÁBAL,BERRIOZÁBAL,"URBANO DE 03 NÚCLEOS BÁSICOS
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000663,EFRAÍN A. GUTIÉRREZ,1,NULL,BERRIOZÁBAL,EFRAÍN A. GUTIÉRREZ,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000675,IGNACIO ZARAGOZA,1,NULL,BERRIOZÁBAL,IGNACIO ZARAGOZA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000680,SAN MARTÍN,1,NULL,BERRIOZÁBAL,SAN MARTÍN,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000692,CONGREGACIÓN AMENDU,1,NULL,BERRIOZÁBAL,AMENDU,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000704,TIERRA Y LIBERTAD,1,NULL,BERRIOZÁBAL,TIERRA Y LIBERTAD,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000716,SANTA CRUZ NIHO,5,NULL,BOCHIL,SANTA CRUZ NIHO,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000733,EMILIANO ZAPATA,5,NULL,BOCHIL,EMILIANO ZAPATA,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000745,EL BOSQUE,5,NULL,EL BOSQUE,EL BOSQUE,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000750,CHAVAJEVAL,5,NULL,EL BOSQUE,CHABAJEBAL,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000762,LAS DELICIAS,5,NULL,EL BOSQUE,LAS DELICIAS,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000774,CACAHOATÁN,7,NULL,CACAHOATÁN,CACAHOATÁN,"RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000786,MIXCUM,7,NULL,CACAHOATÁN,MIXCUM,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000791,PLAYAS DE CATAZAJÁ,6,NULL,CATAZAJÁ,CATAZAJÁ,"CENTRO DE SALUD CON HOSPITALIZACIÓN
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000803,BOCA DEL RÍO CHICO,6,NULL,CATAZAJÁ,BOCA DEL RÍO CHICO,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000815,CASA DE SALUD LA TUZA,6,NULL,CATAZAJÁ,LA TUZA (MACEO),"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000820,C.S. VILLA FRACCIONAMIENTO EL ROSARIO,6,NULL,CATAZAJÁ,EL ROSARIO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000844,CINTALAPA,1,NULL,CINTALAPA,CINTALAPA DE FIGUEROA,"URBANO DE 01 NÚCLEOS BÁSICOS
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000861,FCO. I. MADERO,1,NULL,CINTALAPA,FRANCISCO I. MADERO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000873,LIC. GUSTAVO DÍAZ ORDAZ,1,NULL,CINTALAPA,NO ESPECIFICADO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000885,CS. 1 NUEVA TENOCHTITLAN,1,NULL,CINTALAPA,NUEVA TENOCHTITLÁN (RIZO DE ORO),"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000890,POMPOSO CASTELLANOS,1,NULL,CINTALAPA,POMPOSO CASTELLANOS,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000902,ELOY BORRAS AGUILAR,1,NULL,CINTALAPA,INGENIERO ELOY BORRAS AGUILAR,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000914,VISTAHERMOSA,1,NULL,CINTALAPA,VISTA HERMOSA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000926,UNIDAD MODELO,1,NULL,CINTALAPA,UNIDAD MODELO,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000931,PIMIENTA BERLÍN,1,NULL,CINTALAPA,PIMIENTA BERLÍN,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000943,SAN MARCOS,1,NULL,CINTALAPA,SAN MARCOS,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000955,GUAMÚCHIL,1,NULL,CINTALAPA,EL GUAMÚCHIL,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000960,BENITO JUÁREZ II,1,NULL,CINTALAPA,NO ESPECIFICADO,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000972,EMILIANO ZAPATA,1,NULL,CINTALAPA,EMILIANO ZAPATA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA000996,RIBERA LLANO GRANDE,1,NULL,COAPILLA,LLANO GRANDE,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001001,LIC. BUENAVISTA MATA SANOS,1,NULL,COAPILLA,BUENAVISTA (MATASANOS),"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001013,JOSÉ MARÍA MORELOS Y PAVÓN,1,NULL,COAPILLA,JOSÉ MARÍA MORELOS Y PAVÓN,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001025,MORELIA,1,NULL,COAPILLA,MORELIA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001042,COMITÁN DE DOMÍNGUEZ,3,NULL,COMITÁN DE DOMÍNGUEZ,COMITÁN DE DOMÍNGUEZ,"URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001054,CAJCAM,3,NULL,COMITÁN DE DOMÍNGUEZ,CAJCAM,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001066,CHICHIMA CHACALJEMEL,3,NULL,COMITÁN DE DOMÍNGUEZ,CHICHIMÁ SABINAL,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001071,HIDALGO,3,NULL,COMITÁN DE DOMÍNGUEZ,HIDALGO,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001083,JUZNAJAB LA LAGUNA,3,NULL,COMITÁN DE DOMÍNGUEZ,JUZNAJAB LA LAGUNA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001095,LAGUNA LARGA,3,NULL,COMITÁN DE DOMÍNGUEZ,LAGUNA LARGA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001100,SAN ANTONIO OGOTZIL,3,NULL,COMITÁN DE DOMÍNGUEZ,SAN ANTONIO OGOTZIL,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001112,PRIMERO DE MAYO,3,NULL,COMITÁN DE DOMÍNGUEZ,PRIMERO DE MAYO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001124,QUIJA,3,NULL,COMITÁN DE DOMÍNGUEZ,QUIJA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001136,SAN JOSÉ YOCNAJAB,3,NULL,COMITÁN DE DOMÍNGUEZ,SAN JOSÉ YOCNAJAB,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001165,GUADALUPE PALMIRA,3,NULL,COMITÁN DE DOMÍNGUEZ,GUADALUPE PALMIRA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001170,STA. ROSALÍA,3,NULL,COMITÁN DE DOMÍNGUEZ,SANTA ROSALÍA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001182,NUEVA CONCORDIA,4,NULL,LA CONCORDIA,LA CONCORDIA,"CENTRO DE SALUD CON HOSPITALIZACIÓN
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001194,BENITO JUÁREZ,4,NULL,LA CONCORDIA,BENITO JUÁREZ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001206,CUXTEPEQUES,4,NULL,LA CONCORDIA,CUSTEPEC,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001211,DOLORES JALTENANGO,4,NULL,LA CONCORDIA,DOLORES JALTENANGO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001223,GUADALUPE VICTORIA,4,NULL,LA CONCORDIA,GUADALUPE VICTORIA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA001235,NIÑOS HÉROES,4,NULL,LA CONCORDIA,NIÑOS HÉROES,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
